STATUS,DATA SOLICITAÇÃO,PAÍS DE ORIGEM,GÊNERO,ANO DE NASCIMENTO,CIDADE SOLICITAÇÃO,DATA DA  DECISÃO,SIGLA
INDEFERIDO CONARE - REGULARIZADO VIA CNIG,2015,SENEGAL,M,1977.0,RIO BRANCO,2018-01-26,SN
INDEFERIDO CONARE - REGULARIZADO VIA CNIG,2015,SENEGAL,M,1990.0,RIO BRANCO,2018-01-26,SN
INDEFERIDO CONARE - REGULARIZADO VIA CNIG,2016,ÍNDIA,M,1975.0,ITU,2018-01-26,IN
INDEFERIDO CONARE - REGULARIZADO VIA CNIG,2016,BENIN,M,1990.0,GUARULHOS,2018-01-26,BJ
INDEFERIDO CONARE - REGULARIZADO VIA CNIG,2016,PAQUISTÃO,M,1972.0,BRASÍLIA,2018-01-26,PK
INDEFERIDO CONARE - REGULARIZADO VIA CNIG,2016,PAQUISTÃO,M,1985.0,BRASÍLIA,2018-01-26,PK
INDEFERIDO CONARE - REGULARIZADO VIA CNIG,2016,ÍNDIA,M,1980.0,BRASÍLIA,2018-01-26,IN
INDEFERIDO CONARE - REGULARIZADO VIA CNIG,2015,SERRA LEOA,M,1986.0,SÃO PAULO,2018-01-26,SL
INDEFERIDO CONARE - REGULARIZADO VIA CNIG,2015,GUINÉ-BISSAU,M,1988.0,FORTALEZA,2018-01-26,GW
INDEFERIDO CONARE - REGULARIZADO VIA CNIG,2014,BANGLADESH,F,1967.0,RIO BRANCO,2018-01-26,BD
INDEFERIDO CONARE - REGULARIZADO VIA CNIG,2015,NIGÉRIA,M,1982.0,GUARULHOS,2018-01-26,NG
INDEFERIDO CONARE - REGULARIZADO VIA CNIG,2015,PAQUISTÃO,M,1987.0,BRASÍLIA,2018-01-26,PK
INDEFERIDO CONARE - REGULARIZADO VIA CNIG,2016,BANGLADESH,M,1985.0,ERECHIM,2018-01-26,BD
INDEFERIDO CONARE - REGULARIZADO VIA CNIG,2016,GANA,M,1995.0,GUARULHOS,2018-01-26,GH
INDEFERIDO CONARE - REGULARIZADO VIA CNIG,2016,BENIN,M,1991.0,SÃO PAULO,2018-01-26,BJ
INDEFERIDO CONARE - REGULARIZADO VIA CNIG,2016,NIGÉRIA,M,1979.0,SÃO PAULO,2018-01-26,NG
INDEFERIDO CONARE - REGULARIZADO VIA CNIG,2015,PAQUISTÃO,M,1998.0,GUARULHOS,2018-01-26,PK
INDEFERIDO CONARE - REGULARIZADO VIA CNIG,2017,GANA,M,1990.0,BRASÍLIA,2018-01-26,GH
INDEFERIDO CONARE - REGULARIZADO VIA CNIG,2015,SENEGAL,M,1982.0,RIO BRANCO,2018-01-26,SN
INDEFERIDO CONARE - REGULARIZADO VIA CNIG,2016,PAQUISTÃO,M,1976.0,BRASÍLIA,2018-01-26,PK
INDEFERIDO CONARE - REGULARIZADO VIA CNIG,2015,SENEGAL,M,1987.0,RIO BRANCO,2018-01-26,SN
INDEFERIDO CONARE - REGULARIZADO VIA CNIG,2014,SENEGAL,M,1989.0,RIO BRANCO,2018-01-26,SN
INDEFERIDO CONARE - REGULARIZADO VIA CNIG,2017,GANA,M,1987.0,RIO BRANCO,2018-01-26,GH
INDEFERIDO CONARE - REGULARIZADO VIA CNIG,2015,GANA,M,1994.0,SÃO PAULO,2018-01-26,GH
INDEFERIDO CONARE - REGULARIZADO VIA CNIG,2016,PAQUISTÃO,M,1975.0,GUARULHOS,2018-01-26,PK
INDEFERIDO CONARE - REGULARIZADO VIA CNIG,2017,SERRA LEOA,M,1971.0,SÃO PAULO,2018-01-26,SL
INDEFERIDO CONARE - REGULARIZADO VIA CNIG,2015,SERRA LEOA,M,1995.0,SÃO PAULO,2018-01-26,SL
INDEFERIDO CONARE - REGULARIZADO VIA CNIG,2016,PAQUISTÃO,M,1964.0,BRASÍLIA,2018-01-26,PK
INDEFERIDO CONARE - REGULARIZADO VIA CNIG,2014,SENEGAL,M,1977.0,CAXIAS DO SUL,2018-01-26,SN
INDEFERIDO CONARE - REGULARIZADO VIA CNIG,2015,SENEGAL,M,1980.0,RIO BRANCO,2018-01-26,SN
INDEFERIDO CONARE - REGULARIZADO VIA CNIG,2015,SERRA LEOA,M,1991.0,SÃO PAULO,2018-01-26,SL
INDEFERIDO CONARE - REGULARIZADO VIA CNIG,2016,GANA,M,1978.0,BRASÍLIA,2018-01-26,GH
INDEFERIDO CONARE - REGULARIZADO VIA CNIG,2015,SENEGAL,M,1990.0,RIO BRANCO,2018-01-26,SN
INDEFERIDO CONARE - REGULARIZADO VIA CNIG,2014,SENEGAL,M,1991.0,RIO BRANCO,2018-01-26,SN
INDEFERIDO CONARE - REGULARIZADO VIA CNIG,2015,SENEGAL,M,1992.0,RIO BRANCO,2018-01-26,SN
INDEFERIDO CONARE - REGULARIZADO VIA CNIG,2017,SENEGAL,M,1984.0,RIO BRANCO,2018-01-26,SN
INDEFERIDO CONARE - REGULARIZADO VIA CNIG,2015,SENEGAL,M,1983.0,RIO BRANCO,2018-01-26,SN
INDEFERIDO CONARE - REGULARIZADO VIA CNIG,2016,SENEGAL,M,1983.0,SÃO PAULO,2018-01-26,SN
INDEFERIDO CONARE - REGULARIZADO VIA CNIG,2015,SENEGAL,M,1987.0,RIO BRANCO,2018-01-26,SN
INDEFERIDO CONARE - REGULARIZADO VIA CNIG,2015,SENEGAL,M,1989.0,RIO BRANCO,2018-01-26,SN
INDEFERIDO CONARE - REGULARIZADO VIA CNIG,2015,SENEGAL,M,1988.0,RIO BRANCO,2018-01-26,SN
INDEFERIDO CONARE - REGULARIZADO VIA CNIG,2015,SENEGAL,M,1994.0,RIO BRANCO,2018-01-26,SN
INDEFERIDO CONARE - REGULARIZADO VIA CNIG,2015,SENEGAL,M,1991.0,RIO BRANCO,2018-01-26,SN
INDEFERIDO CONARE - REGULARIZADO VIA CNIG,2012,GUINÉ-BISSAU,M,1984.0,SÃO PAULO,2018-01-26,GW
INDEFERIDO CONARE - REGULARIZADO VIA CNIG,2016,SERRA LEOA,M,2014.0,GUARULHOS,2018-01-26,SL
INDEFERIDO CONARE - REGULARIZADO VIA CNIG,2015,SENEGAL,M,1983.0,RIO BRANCO,2018-01-26,SN
INDEFERIDO CONARE - REGULARIZADO VIA CNIG,2015,SENEGAL,M,1982.0,SÃO PAULO,2018-01-26,SN
INDEFERIDO CONARE - REGULARIZADO VIA CNIG,2014,SENEGAL,M,1986.0,CAXIAS DO SUL,2018-01-26,SN
INDEFERIDO CONARE - REGULARIZADO VIA CNIG,2014,SENEGAL,M,1987.0,BRASILÉIA,2018-01-26,SN
INDEFERIDO CONARE - REGULARIZADO VIA CNIG,2014,SENEGAL,M,1987.0,RIO BRANCO,2018-01-26,SN
INDEFERIDO CONARE - REGULARIZADO VIA CNIG,2014,SENEGAL,M,1974.0,RIO BRANCO,2018-01-26,SN
INDEFERIDO CONARE - REGULARIZADO VIA CNIG,2014,SENEGAL,M,1977.0,BRASILÉIA,2018-01-26,SN
INDEFERIDO CONARE - REGULARIZADO VIA CNIG,2014,SENEGAL,M,1994.0,BRASILÉIA,2018-01-26,SN
INDEFERIDO CONARE - REGULARIZADO VIA CNIG,2014,SENEGAL,M,1983.0,RIO BRANCO,2018-01-26,SN
INDEFERIDO CONARE - REGULARIZADO VIA CNIG,2015,SENEGAL,M,1987.0,RIO BRANCO,2018-01-26,SN
INDEFERIDO CONARE - REGULARIZADO VIA CNIG,2015,GÂMBIA,M,1990.0,SÃO PAULO,2018-01-26,GM
INDEFERIDO CONARE - REGULARIZADO VIA CNIG,2015,GANA,M,1981.0,GUARULHOS,2018-01-26,GH
INDEFERIDO CONARE - REGULARIZADO VIA CNIG,2016,CAMARÕES,M,1969.0,SÃO PAULO,2018-01-26,CM
INDEFERIDO CONARE - REGULARIZADO VIA CNIG,2014,GANA,M,1977.0,CAXIAS DO SUL,2018-01-26,GH
INDEFERIDO CONARE - REGULARIZADO VIA CNIG,2014,SENEGAL,M,1986.0,RIO BRANCO,2018-01-26,SN
INDEFERIDO CONARE - REGULARIZADO VIA CNIG,2014,SENEGAL,M,1983.0,BRASILÉIA,2018-01-26,SN
INDEFERIDO CONARE - REGULARIZADO VIA CNIG,2015,SENEGAL,M,1988.0,RIO BRANCO,2018-01-26,SN
INDEFERIDO CONARE - REGULARIZADO VIA CNIG,2016,GANA,M,1993.0,GUARULHOS,2018-01-26,GH
INDEFERIDO CONARE - REGULARIZADO VIA CNIG,2015,SENEGAL,M,1978.0,RIO BRANCO,2018-01-26,SN
INDEFERIDO CONARE - REGULARIZADO VIA CNIG,2015,SENEGAL,M,1994.0,RIO BRANCO,2018-01-26,SN
INDEFERIDO CONARE - REGULARIZADO VIA CNIG,2014,SENEGAL,M,1990.0,RIO BRANCO,2018-01-26,SN
INDEFERIDO CONARE - REGULARIZADO VIA CNIG,2015,SENEGAL,M,1991.0,RIO BRANCO,2018-01-26,SN
INDEFERIDO CONARE - REGULARIZADO VIA CNIG,2015,SENEGAL,M,1981.0,RIO BRANCO,2018-01-26,SN
INDEFERIDO CONARE - REGULARIZADO VIA CNIG,2015,SENEGAL,M,1990.0,RIO BRANCO,2018-01-26,SN
INDEFERIDO CONARE - REGULARIZADO VIA CNIG,2015,SENEGAL,M,1992.0,RIO BRANCO,2018-01-26,SN
INDEFERIDO CONARE - REGULARIZADO VIA CNIG,2014,SENEGAL,M,1987.0,RIO BRANCO,2018-01-26,SN
INDEFERIDO CONARE - REGULARIZADO VIA CNIG,2014,SENEGAL,M,1986.0,BRASILÉIA,2018-01-26,SN
INDEFERIDO CONARE - REGULARIZADO VIA CNIG,2014,SENEGAL,M,1978.0,RIO BRANCO,2018-01-26,SN
INDEFERIDO CONARE - REGULARIZADO VIA CNIG,2014,SENEGAL,M,1984.0,BRASILÉIA,2018-01-26,SN
INDEFERIDO CONARE - REGULARIZADO VIA CNIG,2015,SENEGAL,M,1991.0,RIO BRANCO,2018-01-26,SN
INDEFERIDO CONARE - REGULARIZADO VIA CNIG,2015,SENEGAL,M,1982.0,RIO BRANCO,2018-01-26,SN
INDEFERIDO CONARE - REGULARIZADO VIA CNIG,2014,SENEGAL,M,1977.0,RIO BRANCO,2018-01-26,SN
INDEFERIDO CONARE - REGULARIZADO VIA CNIG,2014,SENEGAL,M,1977.0,SÃO PAULO,2018-01-26,SN
INDEFERIDO CONARE - REGULARIZADO VIA CNIG,2015,SENEGAL,M,1976.0,RIO BRANCO,2018-01-26,SN
INDEFERIDO CONARE - REGULARIZADO VIA CNIG,2015,SENEGAL,M,1989.0,RIO BRANCO,2018-01-26,SN
INDEFERIDO CONARE - REGULARIZADO VIA CNIG,2015,SENEGAL,M,1985.0,RIO BRANCO,2018-01-26,SN
INDEFERIDO CONARE - REGULARIZADO VIA CNIG,2013,SENEGAL,M,1992.0,BRASILÉIA,2018-01-26,SN
INDEFERIDO CONARE - REGULARIZADO VIA CNIG,2015,SENEGAL,M,1974.0,RIO BRANCO,2018-01-26,SN
INDEFERIDO CONARE - REGULARIZADO VIA CNIG,2014,SENEGAL,M,1990.0,CAXIAS DO SUL,2018-01-26,SN
INDEFERIDO CONARE - REGULARIZADO VIA CNIG,2014,SENEGAL,M,1983.0,BRASILÉIA,2018-01-26,SN
INDEFERIDO CONARE - REGULARIZADO VIA CNIG,2015,SENEGAL,M,1987.0,GUAÍRA,2018-01-26,SN
INDEFERIDO CONARE - REGULARIZADO VIA CNIG,2015,SENEGAL,M,1986.0,RIO BRANCO,2018-01-26,SN
INDEFERIDO CONARE - REGULARIZADO VIA CNIG,2014,SENEGAL,M,1988.0,BRASILÉIA,2018-01-26,SN
INDEFERIDO CONARE - REGULARIZADO VIA CNIG,2014,SENEGAL,M,1980.0,CAXIAS DO SUL,2018-01-26,SN
INDEFERIDO CONARE - REGULARIZADO VIA CNIG,2015,SENEGAL,M,1986.0,RIO BRANCO,2018-01-26,SN
INDEFERIDO CONARE - REGULARIZADO VIA CNIG,2014,SENEGAL,M,1987.0,BRASILÉIA,2018-01-26,SN
INDEFERIDO CONARE - REGULARIZADO VIA CNIG,2014,SENEGAL,M,1981.0,BRASILÉIA,2018-01-26,SN
INDEFERIDO CONARE - REGULARIZADO VIA CNIG,2015,SENEGAL,M,1987.0,RIO BRANCO,2018-01-26,SN
INDEFERIDO CONARE - REGULARIZADO VIA CNIG,2014,SENEGAL,M,1988.0,BRASILÉIA,2018-01-26,SN
INDEFERIDO CONARE - REGULARIZADO VIA CNIG,2015,SENEGAL,M,1990.0,RIO BRANCO,2018-01-26,SN
INDEFERIDO CONARE - REGULARIZADO VIA CNIG,2014,SENEGAL,M,1985.0,RIO BRANCO,2018-01-26,SN
INDEFERIDO CONARE - REGULARIZADO VIA CNIG,2015,SENEGAL,M,1987.0,RIO BRANCO,2018-01-26,SN
INDEFERIDO CONARE - REGULARIZADO VIA CNIG,2014,SENEGAL,M,1986.0,CHAPECÓ,2018-01-26,SN
INDEFERIDO CONARE - REGULARIZADO VIA CNIG,2017,SENEGAL,M,1992.0,NITERÓI,2018-01-26,SN
INDEFERIDO CONARE - REGULARIZADO VIA CNIG,2015,SENEGAL,M,1985.0,RIO BRANCO,2018-01-26,SN
INDEFERIDO CONARE - REGULARIZADO VIA CNIG,2014,SENEGAL,M,1984.0,RIO BRANCO,2018-01-26,SN
INDEFERIDO CONARE - REGULARIZADO VIA CNIG,2016,SENEGAL,M,1980.0,SÃO PAULO,2018-01-26,SN
INDEFERIDO CONARE - REGULARIZADO VIA CNIG,2014,SENEGAL,M,1985.0,RIO BRANCO,2018-01-26,SN
INDEFERIDO CONARE - REGULARIZADO VIA CNIG,2015,SENEGAL,M,1988.0,RIO BRANCO,2018-01-26,SN
INDEFERIDO CONARE - REGULARIZADO VIA CNIG,2013,SENEGAL,M,1980.0,BRASILÉIA,2018-01-26,SN
INDEFERIDO CONARE - REGULARIZADO VIA CNIG,2013,SENEGAL,M,1983.0,BRASILÉIA,2018-01-26,SN
INDEFERIDO CONARE - REGULARIZADO VIA CNIG,2015,SENEGAL,M,1994.0,RIO BRANCO,2018-01-26,SN
INDEFERIDO CONARE - REGULARIZADO VIA CNIG,2014,SENEGAL,M,1989.0,BRASILÉIA,2018-01-26,SN
INDEFERIDO CONARE - REGULARIZADO VIA CNIG,2015,SENEGAL,M,1992.0,RIO BRANCO,2018-01-26,SN
INDEFERIDO CONARE - REGULARIZADO VIA CNIG,2014,SENEGAL,M,1987.0,CAXIAS DO SUL,2018-01-26,SN
INDEFERIDO CONARE - REGULARIZADO VIA CNIG,2015,SENEGAL,M,1984.0,RIO BRANCO,2018-01-26,SN
INDEFERIDO CONARE - REGULARIZADO VIA CNIG,2015,SENEGAL,M,1992.0,RIO BRANCO,2018-01-26,SN
INDEFERIDO CONARE - REGULARIZADO VIA CNIG,2015,SENEGAL,M,1988.0,RIO BRANCO,2018-01-26,SN
INDEFERIDO CONARE - REGULARIZADO VIA CNIG,2015,SENEGAL,M,1990.0,RIO BRANCO,2018-01-26,SN
INDEFERIDO CONARE - REGULARIZADO VIA CNIG,2015,SENEGAL,M,1987.0,RIO BRANCO,2018-01-26,SN
INDEFERIDO CONARE - REGULARIZADO VIA CNIG,2015,SENEGAL,M,1984.0,RIO BRANCO,2018-01-26,SN
INDEFERIDO CONARE - REGULARIZADO VIA CNIG,2015,SENEGAL,M,1988.0,RIO BRANCO,2018-01-26,SN
INDEFERIDO CONARE - REGULARIZADO VIA CNIG,2014,SENEGAL,M,1986.0,RIO BRANCO,2018-01-26,SN
INDEFERIDO CONARE - REGULARIZADO VIA CNIG,2017,SENEGAL,M,1994.0,RIO BRANCO,2018-01-26,SN
INDEFERIDO CONARE - REGULARIZADO VIA CNIG,2015,SENEGAL,M,1993.0,RIO BRANCO,2018-01-26,SN
INDEFERIDO CONARE - REGULARIZADO VIA CNIG,2014,SENEGAL,M,1985.0,RIO BRANCO,2018-01-26,SN
INDEFERIDO CONARE - REGULARIZADO VIA CNIG,2015,SENEGAL,M,1988.0,RIO BRANCO,2018-01-26,SN
INDEFERIDO CONARE - REGULARIZADO VIA CNIG,2017,SENEGAL,M,1980.0,SALVADOR,2018-01-26,SN
INDEFERIDO CONARE - REGULARIZADO VIA CNIG,2015,SENEGAL,M,1988.0,CAXIAS DO SUL,2018-01-26,SN
INDEFERIDO CONARE - REGULARIZADO VIA CNIG,2014,SENEGAL,M,1983.0,BRASILÉIA,2018-01-26,SN
INDEFERIDO CONARE - REGULARIZADO VIA CNIG,2015,SENEGAL,M,1986.0,RIO BRANCO,2018-01-26,SN
INDEFERIDO CONARE - REGULARIZADO VIA CNIG,2013,SENEGAL,M,1996.0,BRASILÉIA,2018-01-26,SN
INDEFERIDO CONARE - REGULARIZADO VIA CNIG,2014,SENEGAL,M,1987.0,RIO BRANCO,2018-01-26,SN
INDEFERIDO CONARE - REGULARIZADO VIA CNIG,2014,SENEGAL,M,1985.0,RIO BRANCO,2018-01-26,SN
INDEFERIDO CONARE - REGULARIZADO VIA CNIG,2016,BENIN,M,1990.0,SÃO PAULO,2018-01-26,BJ
INDEFERIDO CONARE - REGULARIZADO VIA CNIG,2015,SENEGAL,M,1982.0,RIO BRANCO,2018-01-26,SN
INDEFERIDO CONARE - REGULARIZADO VIA CNIG,2014,SENEGAL,M,1988.0,RIO BRANCO,2018-01-26,SN
INDEFERIDO CONARE - REGULARIZADO VIA CNIG,2015,SENEGAL,M,1978.0,RIO DE JANEIRO,2018-01-26,SN
INDEFERIDO CONARE - REGULARIZADO VIA CNIG,2017,SENEGAL,M,1988.0,RIO BRANCO,2018-01-26,SN
INDEFERIDO CONARE - REGULARIZADO VIA CNIG,2015,SENEGAL,M,1977.0,RIO BRANCO,2018-01-26,SN
INDEFERIDO CONARE - REGULARIZADO VIA CNIG,2014,SENEGAL,M,1971.0,CAXIAS DO SUL,2018-01-26,SN
INDEFERIDO CONARE - REGULARIZADO VIA CNIG,2014,SENEGAL,M,1978.0,CAXIAS DO SUL,2018-01-26,SN
INDEFERIDO CONARE - REGULARIZADO VIA CNIG,2016,SENEGAL,M,1976.0,SÃO PAULO,2018-01-26,SN
INDEFERIDO CONARE - REGULARIZADO VIA CNIG,2014,SENEGAL,M,1992.0,BRASILÉIA,2018-01-26,SN
INDEFERIDO CONARE - REGULARIZADO VIA CNIG,2016,NIGÉRIA,M,1983.0,SÃO PAULO,2018-01-26,NG
INDEFERIDO CONARE - REGULARIZADO VIA CNIG,2017,GANA,M,1995.0,GUARULHOS,2018-01-26,GH
INDEFERIDO CONARE - REGULARIZADO VIA CNIG,2013,BANGLADESH,M,1986.0,GUAÍRA,2018-01-26,BD
INDEFERIDO CONARE - REGULARIZADO VIA CNIG,2017,MAURITÂNIA,M,1996.0,BRASÍLIA,2018-01-26,MR
INDEFERIDO CONARE - REGULARIZADO VIA CNIG,2017,SENEGAL,M,1976.0,RIO BRANCO,2018-01-26,SN
INDEFERIDO CONARE - REGULARIZADO VIA CNIG,2015,SENEGAL,M,1988.0,RIO BRANCO,2018-01-26,SN
INDEFERIDO CONARE - REGULARIZADO VIA CNIG,2015,SENEGAL,M,1978.0,RIO BRANCO,2018-01-26,SN
INDEFERIDO CONARE - REGULARIZADO VIA CNIG,2014,SENEGAL,M,1995.0,RIO BRANCO,2018-01-26,SN
INDEFERIDO CONARE - REGULARIZADO VIA CNIG,2015,SENEGAL,M,1977.0,RIO BRANCO,2018-01-26,SN
INDEFERIDO CONARE - REGULARIZADO VIA CNIG,2014,SENEGAL,M,1990.0,CAXIAS DO SUL,2018-01-26,SN
INDEFERIDO CONARE - REGULARIZADO VIA CNIG,2015,SENEGAL,M,1989.0,RIO BRANCO,2018-01-26,SN
INDEFERIDO CONARE - REGULARIZADO VIA CNIG,2016,SERRA LEOA,M,1988.0,GUARULHOS,2018-01-26,SL
INDEFERIDO CONARE - REGULARIZADO VIA CNIG,2015,SENEGAL,M,1994.0,RIO BRANCO,2018-01-26,SN
INDEFERIDO CONARE - REGULARIZADO VIA CNIG,2014,SENEGAL,M,1981.0,CAXIAS DO SUL,2018-01-26,SN
INDEFERIDO CONARE - REGULARIZADO VIA CNIG,2014,SENEGAL,M,1985.0,RIO BRANCO,2018-01-26,SN
INDEFERIDO CONARE - REGULARIZADO VIA CNIG,2014,SENEGAL,M,1980.0,CAXIAS DO SUL,2018-01-26,SN
INDEFERIDO CONARE - REGULARIZADO VIA CNIG,2016,SERRA LEOA,M,1979.0,GUARULHOS,2018-01-26,SL
INDEFERIDO CONARE - REGULARIZADO VIA CNIG,2014,SENEGAL,M,1991.0,RIO BRANCO,2018-01-26,SN
INDEFERIDO CONARE - REGULARIZADO VIA CNIG,2015,SENEGAL,M,1987.0,RIO BRANCO,2018-01-26,SN
INDEFERIDO CONARE - REGULARIZADO VIA CNIG,2016,REP. DEM. DO CONGO,F,1993.0,MANAUS,2018-01-26,CD
INDEFERIDO CONARE - REGULARIZADO VIA CNIG,2016,GUINÉ-BISSAU,M,1980.0,BRASÍLIA,2018-01-26,GW
INDEFERIDO CONARE - REGULARIZADO VIA CNIG,2014,SENEGAL,M,1985.0,CAXIAS DO SUL,2018-01-26,SN
INDEFERIDO CONARE - REGULARIZADO VIA CNIG,2015,SENEGAL,M,1991.0,RIO BRANCO,2018-01-26,SN
INDEFERIDO CONARE - REGULARIZADO VIA CNIG,2014,SENEGAL,M,1984.0,RIO BRANCO,2018-01-26,SN
INDEFERIDO CONARE - REGULARIZADO VIA CNIG,2014,SENEGAL,M,1992.0,RIO BRANCO,2018-01-26,SN
INDEFERIDO CONARE - REGULARIZADO VIA CNIG,2015,SENEGAL,M,1990.0,RIO BRANCO,2018-01-26,SN
INDEFERIDO CONARE - REGULARIZADO VIA CNIG,2015,SENEGAL,M,1991.0,RIO BRANCO,2018-01-26,SN
INDEFERIDO CONARE - REGULARIZADO VIA CNIG,2016,NIGÉRIA,M,1981.0,SÃO PAULO,2018-01-26,NG
INDEFERIDO CONARE - REGULARIZADO VIA CNIG,2016,NIGÉRIA,M,1982.0,SÃO PAULO,2018-01-26,NG
INDEFERIDO CONARE - REGULARIZADO VIA CNIG,2016,NIGÉRIA,M,1985.0,SÃO PAULO,2018-01-26,NG
INDEFERIDO CONARE - REGULARIZADO VIA CNIG,2014,SENEGAL,M,1979.0,BRASILÉIA,2018-01-26,SN
INDEFERIDO CONARE - REGULARIZADO VIA CNIG,2016,GÂMBIA,M,1993.0,RIO BRANCO,2018-01-26,GM
INDEFERIDO CONARE - REGULARIZADO VIA CNIG,2016,PAQUISTÃO,M,1990.0,SÃO PAULO,2018-01-26,PK
INDEFERIDO CONARE - REGULARIZADO VIA CNIG,2015,PAQUISTÃO,M,1980.0,BRASÍLIA,2018-01-26,PK
INDEFERIDO CONARE - REGULARIZADO VIA CNIG,2015,SENEGAL,M,1988.0,RIO BRANCO,2018-01-26,SN
INDEFERIDO CONARE - REGULARIZADO VIA CNIG,2015,SENEGAL,M,1989.0,RIO BRANCO,2018-01-26,SN
INDEFERIDO CONARE - REGULARIZADO VIA CNIG,2015,SENEGAL,M,1977.0,RIO BRANCO,2018-01-26,SN
INDEFERIDO CONARE - REGULARIZADO VIA CNIG,2014,SENEGAL,M,1991.0,RIO BRANCO,2018-01-26,SN
INDEFERIDO CONARE - REGULARIZADO VIA CNIG,2014,SENEGAL,M,1989.0,BRASILÉIA,2018-01-26,SN
INDEFERIDO CONARE - REGULARIZADO VIA CNIG,2015,SENEGAL,M,1977.0,RIO BRANCO,2018-01-26,SN
INDEFERIDO CONARE - REGULARIZADO VIA CNIG,2014,SENEGAL,M,1987.0,BRASILÉIA,2018-01-26,SN
INDEFERIDO CONARE - REGULARIZADO VIA CNIG,2014,SENEGAL,M,1987.0,RIO BRANCO,2018-01-26,SN
INDEFERIDO CONARE - REGULARIZADO VIA CNIG,2014,SENEGAL,M,1990.0,RIO BRANCO,2018-01-26,SN
INDEFERIDO CONARE - REGULARIZADO VIA CNIG,2014,SENEGAL,M,1994.0,RIO BRANCO,2018-01-26,SN
INDEFERIDO CONARE - REGULARIZADO VIA CNIG,2015,SENEGAL,M,1983.0,RIO BRANCO,2018-01-26,SN
INDEFERIDO CONARE - REGULARIZADO VIA CNIG,2015,SENEGAL,M,1988.0,RIO BRANCO,2018-01-26,SN
INDEFERIDO CONARE - REGULARIZADO VIA CNIG,2015,SENEGAL,M,1996.0,RIO BRANCO,2018-01-26,SN
INDEFERIDO CONARE - REGULARIZADO VIA CNIG,2015,BANGLADESH,M,1991.0,BRASÍLIA,2018-01-26,BD
INDEFERIDO CONARE - REGULARIZADO VIA CNIG,2014,SENEGAL,M,1988.0,BRASILÉIA,2018-01-26,SN
INDEFERIDO CONARE - REGULARIZADO VIA CNIG,2017,CUBA,F,1953.0,BRASÍLIA,2018-01-26,CU
INDEFERIDO CONARE - REGULARIZADO VIA CNIG,2016,SERRA LEOA,M,1984.0,GUARULHOS,2018-01-26,SL
INDEFERIDO CONARE - REGULARIZADO VIA CNIG,2014,SENEGAL,F,1987.0,RIO DE JANEIRO,2018-01-26,SN
INDEFERIDO CONARE - REGULARIZADO VIA CNIG,2015,SENEGAL,M,1989.0,RIO BRANCO,2018-01-26,SN
INDEFERIDO CONARE - REGULARIZADO VIA CNIG,2015,SENEGAL,M,1985.0,RIO BRANCO,2018-01-26,SN
INDEFERIDO CONARE - REGULARIZADO VIA CNIG,2016,SENEGAL,M,1993.0,RIO BRANCO,2018-01-26,SN
INDEFERIDO CONARE - REGULARIZADO VIA CNIG,2015,SENEGAL,M,1990.0,GUARULHOS,2018-01-26,SN
INDEFERIDO CONARE - REGULARIZADO VIA CNIG,2014,SENEGAL,M,1983.0,SÃO PAULO,2018-01-26,SN
INDEFERIDO CONARE - REGULARIZADO VIA CNIG,2014,SENEGAL,M,1987.0,RIO BRANCO,2018-01-26,SN
INDEFERIDO CONARE - REGULARIZADO VIA CNIG,2014,SENEGAL,M,1987.0,RIO BRANCO,2018-01-26,SN
INDEFERIDO CONARE - REGULARIZADO VIA CNIG,2014,SENEGAL,M,1983.0,RIO BRANCO,2018-01-26,SN
INDEFERIDO CONARE - REGULARIZADO VIA CNIG,2015,SENEGAL,M,1987.0,RIO BRANCO,2018-01-26,SN
INDEFERIDO CONARE - REGULARIZADO VIA CNIG,2015,SENEGAL,M,1996.0,RIO BRANCO,2018-01-26,SN
INDEFERIDO CONARE - REGULARIZADO VIA CNIG,2015,SENEGAL,M,1987.0,RIO BRANCO,2018-01-26,SN
INDEFERIDO CONARE - REGULARIZADO VIA CNIG,2015,SENEGAL,M,1966.0,RIO BRANCO,2018-01-26,SN
INDEFERIDO CONARE - REGULARIZADO VIA CNIG,2014,SENEGAL,M,1993.0,RIO BRANCO,2018-01-26,SN
INDEFERIDO CONARE - REGULARIZADO VIA CNIG,2015,SENEGAL,M,1978.0,SÃO PAULO,2018-01-26,SN
INDEFERIDO CONARE - REGULARIZADO VIA CNIG,2014,SENEGAL,M,1985.0,BRASILÉIA,2018-01-26,SN
INDEFERIDO CONARE - REGULARIZADO VIA CNIG,2015,SENEGAL,M,1992.0,RIO BRANCO,2018-01-26,SN
INDEFERIDO CONARE - REGULARIZADO VIA CNIG,2015,SENEGAL,M,1991.0,RIO BRANCO,2018-01-26,SN
INDEFERIDO CONARE - REGULARIZADO VIA CNIG,2016,ANGOLA,M,1984.0,SÃO PAULO,2018-01-26,AO
INDEFERIDO CONARE - REGULARIZADO VIA CNIG,2016,SERRA LEOA,M,1988.0,GUARULHOS,2018-01-26,SL
INDEFERIDO CONARE - REGULARIZADO VIA CNIG,2016,SERRA LEOA,M,1969.0,SÃO PAULO,2018-01-26,SL
INDEFERIDO CONARE - REGULARIZADO VIA CNIG,2017,SENEGAL,M,1992.0,RIO BRANCO,2018-01-26,SN
