STATUS;DATA SOLICITAÇÃO;PAÍS DE ORIGEM;GÊNERO;ANO DE NASCIMENTO;CIDADE SOLICITAÇÃO;DATA DA  DECISÃO
EXTINÇÃO (DESISTÊNCIA SEM FORMULÁRIO PRÓPRIO);2017;ANGOLA;M;1989;SÃO PAULO;27/07/2018
ELIGIBILIDADE - DEFERIDO;2016;SÍRIA;M;1988;RIO DE JANEIRO;27/07/2018
EXTENSÃO DOS EFEITOS DA CONDIÇÃO DE REFUGIADO - DEFERIDO;2017;REP. DEM. DO CONGO;M;2001;BRASÍLIA;27/07/2018
ELIGIBILIDADE - DEFERIDO;2017;SÍRIA;M;1995;SÃO PAULO;30/10/2018
ELIGIBILIDADE - INDEFERIDO;2015;SENEGAL;M;1993;RIO BRANCO;30/10/2018
EXTINÇÃO (DESISTÊNCIA SEM FORMULÁRIO PRÓPRIO);2017;BANGLADESH;M;1981;MACEIÓ;30/10/2018
EXTENSÃO DOS EFEITOS DA CONDIÇÃO DE REFUGIADO - DEFERIDO;2018;SÍRIA;M;2002;BRASÍLIA;30/10/2018
ELIGIBILIDADE - DEFERIDO;2016;SÍRIA;M;1996;SÃO PAULO;29/11/2018
EXTENSÃO DOS EFEITOS DA CONDIÇÃO DE REFUGIADO - DEFERIDO;2017;MALI;M;1992;BRASÍLIA;29/11/2018
ELIGIBILIDADE - INDEFERIDO;2015;SENEGAL;M;1987;RIO BRANCO;29/11/2018
EXTINÇÃO (DESISTÊNCIA SEM FORMULÁRIO PRÓPRIO);2016;HAITI;F;1984;GOIÂNIA;29/11/2018
ELIGIBILIDADE - DEFERIDO;2016;REP. DEM. DO CONGO;F;1974;RIO DE JANEIRO;20/12/2018
ELIGIBILIDADE - DEFERIDO;2016;REP. DEM. DO CONGO;F;2008;RIO DE JANEIRO;20/12/2018
EXTINÇÃO (DESISTÊNCIA SEM FORMULÁRIO PRÓPRIO);2015;VENEZUELA;F;1993;MANAUS;20/12/2018
ELIGIBILIDADE - INDEFERIDO;2014;ANGOLA;M;1994;LONDRINA;28/09/2018
ELIGIBILIDADE - DEFERIDO;2017;SÍRIA;M;1993;RIO DE JANEIRO;28/09/2018
EXTENSÃO DOS EFEITOS DA CONDIÇÃO DE REFUGIADO - DEFERIDO;2015;REP. DEM. DO CONGO;M;2014;SÃO PAULO;28/09/2018
PERDA DA CONDIÇÃO DE REFUGIADO;2009;COLÔMBIA;F;1973;RIO DE JANEIRO;28/09/2018
EXTINÇÃO (DESISTÊNCIA SEM FORMULÁRIO PRÓPRIO);2018;HAITI;M;1973;UBERLÂNDIA;28/09/2018
EXTINÇÃO (SEM RESOLUÇÃO DO MÉRITO) ART.6-B ;2015;SENEGAL;M;1990;RIO BRANCO;29/06/2018
ELIGIBILIDADE - DEFERIDO;2015;SÍRIA;M;2000;SÃO PAULO;30/03/2018
ELIGIBILIDADE - INDEFERIDO;2016;ANGOLA;F;1982;SÃO PAULO;29/06/2018
EXTENSÃO DOS EFEITOS DA CONDIÇÃO DE REFUGIADO - DEFERIDO;2017;REP. DEM. DO CONGO;F;2010;BRASÍLIA;26/01/2018
ELIGIBILIDADE - INDEFERIDO;2015;MALI;M;1976;RIO DE JANEIRO;26/01/2018
EXTINÇÃO (DESISTÊNCIA SEM FORMULÁRIO PRÓPRIO);2017;TURQUIA;F;2003;SÃO PAULO;27/04/2018
EXTENSÃO DOS EFEITOS DA CONDIÇÃO DE REFUGIADO - DEFERIDO;2017;SUDÃO;F;1995;BRASÍLIA;21/02/2018
ELIGIBILIDADE - INDEFERIDO;2014;SENEGAL;M;1992;BRASILÉIA;27/04/2018
CESSAÇÃO;2018;ARGENTINA;M;n/a;BRASÍLIA;25/05/2018
EXTINÇÃO (DESISTÊNCIA SEM FORMULÁRIO PRÓPRIO);2017;CUBA;M;1983;SÃO PAULO;29/06/2018
ELIGIBILIDADE - DEFERIDO;2015;ANGOLA;F;2012;SÃO PAULO;25/05/2018
EXTINÇÃO (DESISTÊNCIA SEM FORMULÁRIO PRÓPRIO);2017;HAITI;F;1985;SÃO PAULO;25/05/2018
ELIGIBILIDADE - DEFERIDO;2015;SÍRIA;M;2005;SÃO PAULO;27/04/2018
ELIGIBILIDADE - DEFERIDO;2017;SÍRIA;M;1978;SÃO PAULO;29/06/2018
ELIGIBILIDADE - DEFERIDO;2016;SÍRIA;M;1976;MARINGÁ;21/02/2018
ELIGIBILIDADE - INDEFERIDO;2015;REP. DEM. DO CONGO;M;1979;SÃO PAULO;30/03/2018
ELIGIBILIDADE - INDEFERIDO;2016;ANGOLA;M;1992;SÃO PAULO;25/05/2018
EXTENSÃO DOS EFEITOS DA CONDIÇÃO DE REFUGIADO - DEFERIDO;2018;REP. DEM. DO CONGO;F;1987;BRASÍLIA;29/06/2018
ELIGIBILIDADE - INDEFERIDO;2015;ANGOLA;M;1980;SÃO PAULO;21/02/2018
ELIGIBILIDADE - DEFERIDO;2015;SÍRIA;F;1969;BELO HORIZONTE;26/01/2018
EXTENSÃO DOS EFEITOS DA CONDIÇÃO DE REFUGIADO - DEFERIDO;2018;NEPAL;F;1989;SÃO PAULO;27/04/2018
EXTENSÃO DOS EFEITOS DA CONDIÇÃO DE REFUGIADO - DEFERIDO;2017;REP. DEM. DO CONGO;F;1998;BRASÍLIA;30/03/2018
EXTENSÃO DOS EFEITOS DA CONDIÇÃO DE REFUGIADO - DEFERIDO;2018;REP. DEM. DO CONGO;M;2011;BRASÍLIA;25/05/2018
EXTENSÃO DOS EFEITOS DA CONDIÇÃO DE REFUGIADO - DEFERIDO;2017;REP. DEM. DO CONGO;F;2003;BRASÍLIA;27/07/2018
ELIGIBILIDADE - DEFERIDO;2017;SÍRIA;M;1999;SÃO PAULO;27/07/2018
ELIGIBILIDADE - INDEFERIDO;2015;BANGLADESH;M;1995;GUAÍRA;27/07/2018
EXTINÇÃO (DESISTÊNCIA SEM FORMULÁRIO PRÓPRIO);2014;NIGÉRIA;M;1980;SÃO PAULO;27/07/2018
ELIGIBILIDADE - DEFERIDO;2016;SÍRIA;M;1966;CURITIBA;30/10/2018
ELIGIBILIDADE - INDEFERIDO;2014;SENEGAL;M;1972;BRASILÉIA;30/10/2018
EXTINÇÃO (DESISTÊNCIA SEM FORMULÁRIO PRÓPRIO);2017;VENEZUELA;F;1972;BELO HORIZONTE;30/10/2018
EXTENSÃO DOS EFEITOS DA CONDIÇÃO DE REFUGIADO - DEFERIDO;2018;SÍRIA;F;2009;BRASÍLIA;30/10/2018
ELIGIBILIDADE - DEFERIDO;2016;SÍRIA;M;1962;FOZ DO IGUAÇU;29/11/2018
EXTENSÃO DOS EFEITOS DA CONDIÇÃO DE REFUGIADO - DEFERIDO;2018;PAQUISTÃO;M;1973;SÃO PAULO;29/11/2018
ELIGIBILIDADE - INDEFERIDO;2014;SENEGAL;M;1981;CAXIAS DO SUL;29/11/2018
EXTINÇÃO (DESISTÊNCIA SEM FORMULÁRIO PRÓPRIO);2018;HAITI;M;1990;SÃO PAULO;29/11/2018
ELIGIBILIDADE - DEFERIDO;2016;COLÔMBIA;M;1979;SÃO PAULO;20/12/2018
ELIGIBILIDADE - INDEFERIDO;2015;BANGLADESH;M;1990;SÃO PAULO;28/09/2018
ELIGIBILIDADE - DEFERIDO;2017;SÍRIA;F;1991;FOZ DO IGUAÇU;28/09/2018
EXTINÇÃO (DESISTÊNCIA SEM FORMULÁRIO PRÓPRIO);2017;SÍRIA;M;1997;UBERABA;28/09/2018
EXTENSÃO DOS EFEITOS DA CONDIÇÃO DE REFUGIADO - DEFERIDO;2015;REP. DEM. DO CONGO;F;1987;SÃO PAULO;28/09/2018
PERDA DA CONDIÇÃO DE REFUGIADO;2013;IRAQUE;M;1983;BRASÍLIA;28/09/2018
EXTINÇÃO (SEM RESOLUÇÃO DO MÉRITO) ART.6-B ;2015;SENEGAL;M;1992;RIO BRANCO;29/06/2018
ELIGIBILIDADE - DEFERIDO;2015;SÍRIA;M;1996;SÃO PAULO;30/03/2018
ELIGIBILIDADE - DEFERIDO;2015;SÍRIA;M;1987;SÃO PAULO;29/06/2018
ELIGIBILIDADE - INDEFERIDO;2014;LÍBANO;M;1982;SÃO PAULO;26/01/2018
EXTENSÃO DOS EFEITOS DA CONDIÇÃO DE REFUGIADO - DEFERIDO;2017;REP. DEM. DO CONGO;M;1992;BRASÍLIA;26/01/2018
EXTINÇÃO (DESISTÊNCIA SEM FORMULÁRIO PRÓPRIO);2017;CUBA;M;1990;GOIÂNIA;29/06/2018
EXTENSÃO DOS EFEITOS DA CONDIÇÃO DE REFUGIADO - DEFERIDO;2018;REP. DEM. DO CONGO;F;2008;BRASÍLIA;29/06/2018
EXTINÇÃO (DESISTÊNCIA SEM FORMULÁRIO PRÓPRIO);2015;CHINA;M;1993;SÃO PAULO;25/05/2018
EXTENSÃO DOS EFEITOS DA CONDIÇÃO DE REFUGIADO - DEFERIDO;2018;REP. DEM. DO CONGO;F;1989;BRASÍLIA;25/05/2018
EXTENSÃO DOS EFEITOS DA CONDIÇÃO DE REFUGIADO - DEFERIDO;2017;NIGÉRIA;M;1996;SÃO PAULO;21/02/2018
ELIGIBILIDADE - DEFERIDO;2015;CAMARÕES;M;1987;VITÓRIA;25/05/2018
ELIGIBILIDADE - INDEFERIDO;2015;REP. DEM. DO CONGO;M;1980;SÃO PAULO;29/06/2018
EXTENSÃO DOS EFEITOS DA CONDIÇÃO DE REFUGIADO - DEFERIDO;2018;NEPAL;F;1983;SÃO PAULO;27/04/2018
ELIGIBILIDADE - DEFERIDO;2015;ANGOLA;M;1986;SÃO PAULO;26/01/2018
ELIGIBILIDADE - INDEFERIDO;2016;ANGOLA;M;1965;SÃO PAULO;30/03/2018
ELIGIBILIDADE - INDEFERIDO;2015;SENEGAL;M;1993;SÃO PAULO;27/04/2018
ELIGIBILIDADE - INDEFERIDO;2014;PAQUISTÃO;M;1988;SÃO PAULO;21/02/2018
EXTENSÃO DOS EFEITOS DA CONDIÇÃO DE REFUGIADO - DEFERIDO;2017;REP. DEM. DO CONGO;F;1996;BRASÍLIA;30/03/2018
ELIGIBILIDADE - DEFERIDO;2015;SÍRIA;M;2008;SÃO PAULO;27/04/2018
ELIGIBILIDADE - INDEFERIDO;2015;GÂMBIA;M;1987;SÃO PAULO;25/05/2018
ELIGIBILIDADE - DEFERIDO;2016;SÍRIA;M;1999;MARINGÁ;21/02/2018
EXTINÇÃO (DESISTÊNCIA SEM FORMULÁRIO PRÓPRIO);2017;TURQUIA;F;2007;SÃO PAULO;27/04/2018
EXTENSÃO DOS EFEITOS DA CONDIÇÃO DE REFUGIADO - DEFERIDO;2017;REP. DEM. DO CONGO;F;2007;BRASÍLIA;27/07/2018
ELIGIBILIDADE - INDEFERIDO;2015;BANGLADESH;M;1987;GUAÍRA;27/07/2018
EXTINÇÃO (DESISTÊNCIA SEM FORMULÁRIO PRÓPRIO);2018;CUBA;F;1996;FORTALEZA;27/07/2018
ELIGIBILIDADE - DEFERIDO;2018;SÍRIA;M;1987;SÃO PAULO;27/07/2018
ELIGIBILIDADE - DEFERIDO;2016;SÍRIA;F;1972;CURITIBA;30/10/2018
ELIGIBILIDADE - INDEFERIDO;2015;SENEGAL;M;1981;RIO BRANCO;30/10/2018
EXTINÇÃO (DESISTÊNCIA SEM FORMULÁRIO PRÓPRIO);2017;VENEZUELA;F;2001;BELO HORIZONTE;30/10/2018
EXTENSÃO DOS EFEITOS DA CONDIÇÃO DE REFUGIADO - DEFERIDO;2018;SÍRIA;M;2003;BRASÍLIA;30/10/2018
ELIGIBILIDADE - DEFERIDO;2016;SÍRIA;M;1998;SÃO PAULO;29/11/2018
EXTENSÃO DOS EFEITOS DA CONDIÇÃO DE REFUGIADO - DEFERIDO;2018;PAQUISTÃO;M;1973;SÃO PAULO;29/11/2018
ELIGIBILIDADE - INDEFERIDO;2015;SENEGAL;M;1985;RIO BRANCO;29/11/2018
EXTINÇÃO (DESISTÊNCIA SEM FORMULÁRIO PRÓPRIO);2018;HAITI;M;1974;SÃO PAULO;29/11/2018
ELIGIBILIDADE - INDEFERIDO;2017;ESTADOS UNIDOS DA AMÉRICA;M;1964;ITAJAÍ;20/12/2018
ELIGIBILIDADE - INDEFERIDO;2016;ANGOLA;M;2013;SÃO PAULO;28/09/2018
ELIGIBILIDADE - DEFERIDO;2017;ANGOLA;M;2011;FOZ DO IGUAÇU;28/09/2018
EXTINÇÃO (DESISTÊNCIA SEM FORMULÁRIO PRÓPRIO);2015;NIGÉRIA;M;1989;SÃO PAULO;28/09/2018
EXTENSÃO DOS EFEITOS DA CONDIÇÃO DE REFUGIADO - DEFERIDO;2018;SÍRIA;M;1964;BRASÍLIA;28/09/2018
PERDA DA CONDIÇÃO DE REFUGIADO;2013;IRAQUE;M;1988;BRASÍLIA;28/09/2018
EXTINÇÃO (SEM RESOLUÇÃO DO MÉRITO) ART.6-B ;2017;SENEGAL;M;1992;SÃO PAULO;29/06/2018
EXTINÇÃO (DESISTÊNCIA SEM FORMULÁRIO PRÓPRIO);2017;CHINA;M;1983;SÃO PAULO;29/06/2018
ELIGIBILIDADE - INDEFERIDO;2015;GUINÉ-BISSAU;M;1984;SÃO PAULO;30/03/2018
EXTENSÃO DOS EFEITOS DA CONDIÇÃO DE REFUGIADO - DEFERIDO;2018;REP. DEM. DO CONGO;F;2010;BRASÍLIA;29/06/2018
EXTENSÃO DOS EFEITOS DA CONDIÇÃO DE REFUGIADO - DEFERIDO;2017;REP. DEM. DO CONGO;M;1986;SÃO PAULO;25/05/2018
EXTENSÃO DOS EFEITOS DA CONDIÇÃO DE REFUGIADO - DEFERIDO;2017;REP. DEM. DO CONGO;F;1979;BRASÍLIA;26/01/2018
ELIGIBILIDADE - INDEFERIDO;2015;NIGÉRIA;F;1980;SÃO PAULO;26/01/2018
ELIGIBILIDADE - DEFERIDO;2014;PALESTINA;F;1977;CAMPINAS;26/01/2018
ELIGIBILIDADE - DEFERIDO;2015;PALESTINA;M;1995;ARAÇATUBA;29/06/2018
EXTENSÃO DOS EFEITOS DA CONDIÇÃO DE REFUGIADO - DEFERIDO;2017;NIGÉRIA;M;1993;SÃO PAULO;21/02/2018
ELIGIBILIDADE - INDEFERIDO;2016;ANGOLA;M;1978;SÃO PAULO;27/04/2018
ELIGIBILIDADE - INDEFERIDO;2014;ANGOLA;M;1986;SÃO PAULO;29/06/2018
ELIGIBILIDADE - DEFERIDO;2016;SÍRIA;M;1993;CAMPO GRANDE;27/04/2018
ELIGIBILIDADE - INDEFERIDO;2014;BANGLADESH;M;1987;LONDRINA;21/02/2018
ELIGIBILIDADE - DEFERIDO;2016;SÍRIA;M;1977;SÃO PAULO;21/02/2018
EXTENSÃO DOS EFEITOS DA CONDIÇÃO DE REFUGIADO - DEFERIDO;2018;SÍRIA;F;1981;DIVINÓPOLIS;30/03/2018
ELIGIBILIDADE - DEFERIDO;2014;JAMAICA;M;1982;SÃO PAULO;25/05/2018
EXTENSÃO DOS EFEITOS DA CONDIÇÃO DE REFUGIADO - DEFERIDO;2018;IRAQUE;F;1968;BRASÍLIA;27/04/2018
EXTINÇÃO (DESISTÊNCIA SEM FORMULÁRIO PRÓPRIO);2016;NIGÉRIA;M;1978;SÃO PAULO;25/05/2018
ELIGIBILIDADE - DEFERIDO;2015;SÍRIA;F;1972;SÃO PAULO;30/03/2018
ELIGIBILIDADE - INDEFERIDO;2014;NIGÉRIA;M;1979;SÃO PAULO;25/05/2018
EXTINÇÃO (DESISTÊNCIA SEM FORMULÁRIO PRÓPRIO);2017;TURQUIA;M;2009;SÃO PAULO;27/04/2018
ELIGIBILIDADE - INDEFERIDO;2016;LÍBANO;M;1965;BRASÍLIA;27/07/2018
EXTINÇÃO (DESISTÊNCIA SEM FORMULÁRIO PRÓPRIO);2016;VENEZUELA;F;2000;BOA VISTA;27/07/2018
ELIGIBILIDADE - DEFERIDO;2018;SÍRIA;M;1991;SÃO PAULO;27/07/2018
EXTENSÃO DOS EFEITOS DA CONDIÇÃO DE REFUGIADO - DEFERIDO;2017;REP. DEM. DO CONGO;F;2012;BRASÍLIA;27/07/2018
ELIGIBILIDADE - DEFERIDO;2016;SÍRIA;F;1998;CURITIBA;30/10/2018
ELIGIBILIDADE - INDEFERIDO;2016;CUBA;F;1976;CORUMBÁ;30/10/2018
EXTINÇÃO (DESISTÊNCIA SEM FORMULÁRIO PRÓPRIO);2017;VENEZUELA;F;2003;BELO HORIZONTE;30/10/2018
EXTENSÃO DOS EFEITOS DA CONDIÇÃO DE REFUGIADO - DEFERIDO;2018;AFEGANISTÃO;M;1959;ARACAJÚ;30/10/2018
ELIGIBILIDADE - DEFERIDO;2015;SÍRIA;M;1994;BOA VISTA;29/11/2018
EXTENSÃO DOS EFEITOS DA CONDIÇÃO DE REFUGIADO - DEFERIDO;2018;REP. DEM. DO CONGO;M;1978;BRASÍLIA;29/11/2018
ELIGIBILIDADE - INDEFERIDO;2014;SENEGAL;M;1984;BRASILÉIA;29/11/2018
EXTINÇÃO (DESISTÊNCIA SEM FORMULÁRIO PRÓPRIO);2018;HAITI;M;1990;SÃO PAULO;29/11/2018
ELIGIBILIDADE - INDEFERIDO;2015;GUINÉ-BISSAU;F;1971;SÃO PAULO;28/09/2018
ELIGIBILIDADE - DEFERIDO;2017;SÍRIA;M;2013;FOZ DO IGUAÇU;28/09/2018
EXTENSÃO DOS EFEITOS DA CONDIÇÃO DE REFUGIADO - DEFERIDO;2018;PAQUISTÃO;M;1984;BRASÍLIA;28/09/2018
EXTINÇÃO (DESISTÊNCIA SEM FORMULÁRIO PRÓPRIO);2013;HAITI;M;1979;MANAUS;28/09/2018
PERDA DA CONDIÇÃO DE REFUGIADO;2014;GÂMBIA;M;1983;BRASÍLIA;28/09/2018
EXTINÇÃO (SEM RESOLUÇÃO DO MÉRITO) ART.6-B ;2016;SENEGAL;M;1987;RIO BRANCO;29/06/2018
ELIGIBILIDADE - INDEFERIDO;2016;ANGOLA;M;1984;SÃO PAULO;29/06/2018
EXTENSÃO DOS EFEITOS DA CONDIÇÃO DE REFUGIADO - DEFERIDO;2018;SÍRIA;F;1995;BRASÍLIA;25/05/2018
EXTENSÃO DOS EFEITOS DA CONDIÇÃO DE REFUGIADO - DEFERIDO;2018;IRAQUE;F;1999;BRASÍLIA;27/04/2018
EXTENSÃO DOS EFEITOS DA CONDIÇÃO DE REFUGIADO - DEFERIDO;2018;REP. DEM. DO CONGO;F;2017;BRASÍLIA;29/06/2018
EXTINÇÃO (DESISTÊNCIA SEM FORMULÁRIO PRÓPRIO);2016;REP. DEM. DO CONGO;M;1991;SÃO PAULO;25/05/2018
ELIGIBILIDADE - DEFERIDO;2016;SÍRIA;M;1991;SÃO PAULO;26/01/2018
ELIGIBILIDADE - DEFERIDO;2016;SÍRIA;M;1961;SÃO PAULO;29/06/2018
EXTENSÃO DOS EFEITOS DA CONDIÇÃO DE REFUGIADO - DEFERIDO;2017;NIGÉRIA;M;1998;SÃO PAULO;21/02/2018
ELIGIBILIDADE - INDEFERIDO;2015;NIGÉRIA;F;2012;SÃO PAULO;26/01/2018
ELIGIBILIDADE - INDEFERIDO;2014;COSTA DO MARFIM;M;1973;SÃO PAULO;30/03/2018
EXTENSÃO DOS EFEITOS DA CONDIÇÃO DE REFUGIADO - DEFERIDO;2018;SÍRIA;F;2010;DIVINÓPOLIS;30/03/2018
ELIGIBILIDADE - DEFERIDO;2017;SÍRIA;M;1985;SÃO PAULO;21/02/2018
ELIGIBILIDADE - INDEFERIDO;2014;BANGLADESH;M;1963;BRASÍLIA;21/02/2018
ELIGIBILIDADE - DEFERIDO;2015;SÍRIA;M;1996;GUARULHOS;27/04/2018
EXTINÇÃO (DESISTÊNCIA SEM FORMULÁRIO PRÓPRIO);2015;SENEGAL;M;1978;RIO BRANCO;27/04/2018
ELIGIBILIDADE - INDEFERIDO;2016;ANGOLA;M;1985;SÃO PAULO;27/04/2018
ELIGIBILIDADE - INDEFERIDO;2014;NIGÉRIA;M;1979;SÃO PAULO;25/05/2018
ELIGIBILIDADE - DEFERIDO;2014;REP. DEM. DO CONGO;M;1985;SÃO PAULO;30/03/2018
EXTENSÃO DOS EFEITOS DA CONDIÇÃO DE REFUGIADO - DEFERIDO;2017;SÍRIA;M;1992;SÃO PAULO;26/01/2018
ELIGIBILIDADE - DEFERIDO;2016;PALESTINA;M;1996;SÃO PAULO;25/05/2018
ELIGIBILIDADE - DEFERIDO;2016;PALESTINA;M;1970;GUARULHOS;27/07/2018
EXTENSÃO DOS EFEITOS DA CONDIÇÃO DE REFUGIADO - DEFERIDO;2018;REP. DEM. DO CONGO;F;1990;SÃO PAULO;27/07/2018
ELIGIBILIDADE - INDEFERIDO;2014;TANZÂNIA;M;1982;SÃO PAULO;27/07/2018
EXTINÇÃO (DESISTÊNCIA SEM FORMULÁRIO PRÓPRIO);2016;ANGOLA;F;1997;SÃO JOSÉ DO RIO PRETO;27/07/2018
ELIGIBILIDADE - DEFERIDO;2016;SÍRIA;M;2003;CURITIBA;30/10/2018
ELIGIBILIDADE - INDEFERIDO;2015;SENEGAL;M;1990;RIO BRANCO;30/10/2018
EXTINÇÃO (DESISTÊNCIA SEM FORMULÁRIO PRÓPRIO);2015;CUBA;F;1977;BOA VISTA;30/10/2018
EXTENSÃO DOS EFEITOS DA CONDIÇÃO DE REFUGIADO - DEFERIDO;2018;SÍRIA;M;1988;BRASÍLIA;30/10/2018
ELIGIBILIDADE - DEFERIDO;2017;SÍRIA;M;1998;RIO DE JANEIRO;29/11/2018
EXTENSÃO DOS EFEITOS DA CONDIÇÃO DE REFUGIADO - DEFERIDO;2017;REP. DEM. DO CONGO;M;1979;RIO DE JANEIRO;29/11/2018
ELIGIBILIDADE - INDEFERIDO;2014;SENEGAL;M;1992;BARRACÃO;29/11/2018
EXTINÇÃO (DESISTÊNCIA SEM FORMULÁRIO PRÓPRIO);2015;HAITI;F;1987;BRASILÉIA;29/11/2018
ELIGIBILIDADE - DEFERIDO;2016;PALESTINA;M;1996;CORUMBÁ;28/09/2018
ELIGIBILIDADE - INDEFERIDO;2015;SENEGAL;M;1989;RIO BRANCO;28/09/2018
EXTINÇÃO (DESISTÊNCIA SEM FORMULÁRIO PRÓPRIO);2013;HAITI;F;1985;BRASILÉIA;28/09/2018
EXTENSÃO DOS EFEITOS DA CONDIÇÃO DE REFUGIADO - DEFERIDO;2018;PAQUISTÃO;M;1995;SÃO PAULO;28/09/2018
PERDA DA CONDIÇÃO DE REFUGIADO;2000;SUDÃO;M;1979;BRASÍLIA;28/09/2018
ELIGIBILIDADE - DEFERIDO;2015;SÍRIA;F;1997;SÃO PAULO;29/06/2018
EXTINÇÃO (SEM RESOLUÇÃO DO MÉRITO) ART.6-B ;2017;SENEGAL;M;1994;SÃO PAULO;29/06/2018
ELIGIBILIDADE - INDEFERIDO;2015;ANGOLA;F;1976;SÃO PAULO;30/03/2018
ELIGIBILIDADE - INDEFERIDO;2016;ANGOLA;M;1990;SÃO PAULO;27/04/2018
EXTENSÃO DOS EFEITOS DA CONDIÇÃO DE REFUGIADO - DEFERIDO;2018;IRAQUE;M;1992;BRASÍLIA;27/04/2018
EXTENSÃO DOS EFEITOS DA CONDIÇÃO DE REFUGIADO - DEFERIDO;2017;REP. DEM. DO CONGO;F;1991;RIO DE JANEIRO;26/01/2018
EXTINÇÃO (DESISTÊNCIA SEM FORMULÁRIO PRÓPRIO);2015;PAQUISTÃO;M;1990;SÃO PAULO;27/04/2018
ELIGIBILIDADE - INDEFERIDO;2015;BANGLADESH;M;1989;BRASÍLIA;21/02/2018
EXTINÇÃO (DESISTÊNCIA SEM FORMULÁRIO PRÓPRIO);2015;SENEGAL;M;1977;RIO BRANCO;25/05/2018
ELIGIBILIDADE - DEFERIDO;2015;SÍRIA;M;1995;SÃO PAULO;25/05/2018
ELIGIBILIDADE - DEFERIDO;2017;SÍRIA;F;2002;SÃO PAULO;21/02/2018
EXTENSÃO DOS EFEITOS DA CONDIÇÃO DE REFUGIADO - DEFERIDO;2017;SÍRIA;F;1991;SÃO PAULO;21/02/2018
ELIGIBILIDADE - DEFERIDO;2015;SÍRIA;M;1996;SÃO PAULO;26/01/2018
ELIGIBILIDADE - DEFERIDO;2015;SÍRIA;M;1982;CURITIBA;27/04/2018
EXTENSÃO DOS EFEITOS DA CONDIÇÃO DE REFUGIADO - DEFERIDO;2018;SÍRIA;F;2014;BRASÍLIA;25/05/2018
ELIGIBILIDADE - INDEFERIDO;2015;BANGLADESH;M;1986;LONDRINA;25/05/2018
EXTENSÃO DOS EFEITOS DA CONDIÇÃO DE REFUGIADO - DEFERIDO;2017;SÍRIA;M;1996;CURITIBA;29/06/2018
EXTENSÃO DOS EFEITOS DA CONDIÇÃO DE REFUGIADO - DEFERIDO;2018;GUINÉ;M;2001;SÃO PAULO;30/03/2018
ELIGIBILIDADE - INDEFERIDO;2015;NIGÉRIA;F;2014;SÃO PAULO;26/01/2018
ELIGIBILIDADE - DEFERIDO;2015;SERRA LEOA;M;1984;GUARULHOS;30/03/2018
ELIGIBILIDADE - INDEFERIDO;2015;ANGOLA;F;1992;SÃO PAULO;29/06/2018
ELIGIBILIDADE - DEFERIDO;2014;AFEGANISTÃO;M;1987;LONDRINA;27/07/2018
ELIGIBILIDADE - INDEFERIDO;2014;BANGLADESH;M;1994;GUAÍRA;27/07/2018
EXTENSÃO DOS EFEITOS DA CONDIÇÃO DE REFUGIADO - DEFERIDO;2017;REP. DEM. DO CONGO;F;1998;SÃO PAULO;27/07/2018
EXTINÇÃO (DESISTÊNCIA SEM FORMULÁRIO PRÓPRIO);2017;VENEZUELA;M;1963;SÃO JOSÉ DO RIO PRETO;27/07/2018
ELIGIBILIDADE - DEFERIDO;2015;SÍRIA;F;1985;SÃO PAULO;30/10/2018
ELIGIBILIDADE - INDEFERIDO;2014;SENEGAL;M;1988;CHAPECÓ;30/10/2018
EXTINÇÃO (DESISTÊNCIA SEM FORMULÁRIO PRÓPRIO);2016;NIGÉRIA;M;1995;SÃO PAULO;30/10/2018
EXTENSÃO DOS EFEITOS DA CONDIÇÃO DE REFUGIADO - DEFERIDO;2016;GUINÉ;M;1994;RIO DE JANEIRO;30/10/2018
ELIGIBILIDADE - DEFERIDO;2018;SÍRIA;M;1993;RIO DE JANEIRO;29/11/2018
EXTENSÃO DOS EFEITOS DA CONDIÇÃO DE REFUGIADO - DEFERIDO;2016;GUINÉ;M;1992;RIO DE JANEIRO;29/11/2018
ELIGIBILIDADE - INDEFERIDO;2014;SENEGAL;M;1976;ERECHIM;29/11/2018
EXTINÇÃO (DESISTÊNCIA SEM FORMULÁRIO PRÓPRIO);2017;HAITI;M;1987;PORTO GRANDE;29/11/2018
ELIGIBILIDADE - DEFERIDO;2017;SÍRIA;M;1991;RIO DE JANEIRO;28/09/2018
ELIGIBILIDADE - INDEFERIDO;2014;SENEGAL;M;1994;BRASILÉIA;28/09/2018
EXTINÇÃO (DESISTÊNCIA SEM FORMULÁRIO PRÓPRIO);2013;HAITI;M;1985;BRASILÉIA;28/09/2018
EXTENSÃO DOS EFEITOS DA CONDIÇÃO DE REFUGIADO - DEFERIDO;2018;SÍRIA;M;1986;BRASÍLIA;28/09/2018
PERDA DA CONDIÇÃO DE REFUGIADO;2013;LÍBANO;F;2014;FOZ DO IGUAÇU;28/09/2018
EXTENSÃO DOS EFEITOS DA CONDIÇÃO DE REFUGIADO - DEFERIDO;2017;REP. DEM. DO CONGO;F;2000;SÃO PAULO;26/01/2018
EXTINÇÃO (SEM RESOLUÇÃO DO MÉRITO) ART.6-B ;2015;SENEGAL;M;1985;RIO BRANCO;29/06/2018
EXTENSÃO DOS EFEITOS DA CONDIÇÃO DE REFUGIADO - DEFERIDO;2017;SÍRIA;F;1981;SÃO PAULO;30/03/2018
